病,23/10/2025,https://www.am730.com.hk/%E6%9C%AC%E5%9C%B0/%E6%B8%AF%E5%A4%A7-%E6%8A%91%E9%AC%B1%E7%97%87%E6%82%A3%E8%80%85%E6%AD%BB%E4%BA%A1%E9%A2%A8%E9%9A%AA%E9%AB%98%E4%B8%80%E5%80%8D-%E8%87%AA%E6%AE%BA%E9%A2%A8%E9%9A%AA%E9%AB%9810%E5%80%8D-%E5%8F%8A%E6%97%A9%E6%B2%BB%E7%99%82%E5%8F%AF%E9%99%8D%E4%BD%8E%E9%A2%A8%E9%9A%AA/611068,港大：抑鬱症患者死亡風險高一倍 自殺風險高10倍 及早治療可降低風險,,,,,,,,,,,,,,
病,23/10/2025,https://www.orientalsunday.hk/%E8%85%A6%E7%A5%9E%E7%B6%93%E5%8F%8A%E7%B2%BE%E7%A5%9E%E5%81%A5%E5%BA%B7/%E6%B8%AF%E5%A4%A7%E7%A0%94%E7%A9%B6-%E6%8A%91%E9%AC%B1%E7%97%87-%E6%AD%BB%E4%BA%A1%E9%A2%A8%E9%9A%AA-%E8%87%AA%E6%AE%BA%E7%8E%87-1648457/,港大研究｜抑鬱症患者死亡風險倍增自殺率高近10倍確診首半年最高| 腦神經及精神健康,,,,,,,,,,,,,,
病,23/10/2025,https://hkcd.com/newsTopic_content.php?id=8720430,港大醫學院發現抑鬱人士死亡風險翻倍 及時治療可減風險三成,,,,,,,,,,,,,,
病,23/10/2025,https://www.hku.hk/press/press-releases/detail/c_28681.html,港大醫學院發現抑鬱人士死亡風險翻倍自殺率高達10倍及時治療可減風險三成- 新聞稿- 傳媒 - 香港大學,,,,,,,,,,,,,,
病,23/10/2025,https://www.fclnews.com/143784/,港灣新聞網／劉佩菁動人致詞：「疾病限制身體，不限人生」 高雄勞工局打造藝術職涯新舞台,,,,,,,,,,,,,,
病,21/10/2025,https://news.sciencenet.cn/htmlnews/2025/10/553506.shtm,湘南?院副教授薛冰?逝世，?年51?,,,,,,,,,,,,,,
病,22/10/2025,https://cj.sina.cn/articles/view/3314280193/c58be70102001fhaa?froms=ggmp,?怀 | 天津?范大?原校?侯??逝世！,,,,,,,,,,,,,,
病,8/11/2025,https://hk.on.cc/hk/bkn/cnt/news/20251108/bkn-20251108010054442-1108_00822_001.html,腎移植苦等5年 兩逝者器官捐贈連救4病人,,,,,,,,,,,,,,
病,20/10/2025,https://www.msn.com/zh-hk/news/world/%E8%8F%AF%E8%A3%94%E8%AB%BE%E8%B2%9D%E7%88%BE%E7%8D%8E%E5%BE%97%E4%B8%BB-%E7%89%A9%E7%90%86%E5%AD%B8%E5%AE%B6%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96-%E4%BA%AB%E5%B9%B4103%E6%AD%B2/ar-AA1OJY2B?cvid=68f47e14203c4065b819848f5aa14f08&ocid=hpmsn,華裔諾貝爾獎得主、物理學家楊振寧逝世，享年103歲,,,,,,,,,,,,,,
病,22/10/2025,https://www.ctdsb.net/c1716_202510/2571495.html,著名冶金材料物理化?家、中?科?院院士周?治逝世，享年88?,,,,,,,,,,,,,,
病,31/10/2025,https://ol.mingpao.com/ldy/showbiz/latest/20251030/1761814854070/%E8%91%97%E5%90%8D%E6%AD%A6%E6%8C%87%E5%BE%90%E5%BF%A0%E4%BF%A1%E9%80%9D%E4%B8%963%E5%B9%B4-%E5%A5%B3%E5%85%92%E7%99%BC%E6%96%87%E6%96%A5%E3%80%8C%E7%94%B0x%E6%96%87%E3%80%8D%E5%A4%B1%E8%A8%80%E4%BA%82%E8%AA%AA%E8%A9%B1,著名武指徐忠信逝世3年 女兒發文斥「田X文」失言亂說話 (17:05) - 20251030,,,,,,,,,,,,,,
病,31/10/2025,https://mtgamer.com/%E5%95%86%E6%A5%AD/%E8%A8%B4%E8%A8%9F%E5%B0%87%E5%85%92%E7%AB%A5%E6%AD%BB%E4%BA%A1%E6%AD%B8%E5%92%8E%E6%96%BC%E6%87%89%E7%94%A8%E7%A8%8B%E5%BA%8F%E5%BE%8C%EF%BC%8C%E9%A0%98%E5%85%88%E7%9A%84%E4%BA%BA%E5%B7%A5%E6%99%BA/84327/,訴訟將兒童死亡歸咎於應用程序後，領先的人工智能公司禁止兒童使用聊天機器人,,,,,,,,,,,,,,
病,7/11/2025,https://www.msn.com/zh-tw/health/other/%E9%80%B1%E6%9C%AB%E8%A3%9C%E7%9C%A0%E9%98%B2%E5%BF%83%E6%A2%97-%E7%A0%94%E7%A9%B6%E6%8F%AD-%E8%B6%85%E9%81%8E1%E6%99%82%E6%95%B8-%E6%89%8D%E7%9C%9F%E7%9A%84%E6%9C%89%E6%95%88/ar-AA1A71TH?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,週末補眠防心梗！研究揭「超過1時數」 才真的有效,,,,,,,,,,,,,,
病,8/11/2025,https://news.futunn.com/hk/post/64591863/multiple-pharmaceutical-companies-at-the-ciie-have-established-disease-management,進博會多家藥企搭建疾病管理生態圈，「醫療+科普」成?推動健康的重要動力,,,,,,,,,,,,,,
病,11/11/2025,https://www.worldjournal.com/wj/amp/story/121617/9118975,開會打瞌睡？ 早餐、午餐這樣吃 上班不「斷電」,,,,,,,,,,,,,,
病,23/10/2025,https://hk.on.cc/hk/bkn/cnt/news/20251022/bkn-20251022122010446-1022_00822_001.html,開學至今587間學校爆流感 當局冀盡快安排學生打疫苗,,,,,,,,,,,,,,
病,10/11/2025,https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/60292776/%E9%96%8B%E9%8C%AF%E8%97%A5%E8%87%B4%E7%97%85%E4%BA%BA%E4%B8%AD%E6%AF%92%E4%BA%A1-%E9%86%AB%E7%94%9F%E5%81%9C%E7%89%8C3%E5%80%8B%E6%9C%88-%E5%AE%B6%E5%B1%AC%E4%BF%83%E9%86%AB%E5%A7%94%E6%9C%83%E5%85%AC%E9%96%8B%E9%87%8F%E5%88%91%E6%BA%96%E5%89%87,開錯藥致病人中毒亡 醫生停牌3個月 家屬促醫委會公開量刑準則,,,,,,,,,,,,,,
病,5/11/2025,https://tw.news.yahoo.com/%E9%99%BD%E6%98%8E%E4%BA%A4%E5%A4%A7%E6%8F%AD%E7%BA%96%E6%AF%9B%E7%94%9F%E6%88%90%E4%B9%8B%E8%AC%8E-%E6%8F%90%E4%BE%9B%E9%81%BA%E5%82%B3%E7%96%BE%E7%97%85%E6%B2%BB%E7%99%82%E6%96%B0%E6%96%B9%E5%90%91-044606631.html,陽明交大揭纖毛生成之謎！提供遺傳疾病治療新方向,,,,,,,,,,,,,,
病,4/11/2025,https://www.bbc.com/zhongwen/articles/cp3x474k903o/simp,??“孤?死”增加、人口?构老化加速?葬?成?,,,,,,,,,,,,,,
病,20/10/2025,https://www.msn.com/zh-tw/news/other/%E9%A0%85%E5%9C%88%E6%A9%98%E8%B2%93-%E8%8A%AC%E9%81%94-%E5%85%A7%E6%B9%96%E9%81%8A%E8%95%A9%E8%A2%AB%E9%80%9A%E5%A0%B1-%E9%A3%BC%E4%B8%BB%E9%9B%A2%E4%B8%96%E5%89%A9%E7%89%A0%E6%B5%81%E8%90%BD%E8%A1%97%E9%A0%AD/ar-AA1OzzwR?cvid=68f12ed7e6aa497fa9445050f1048adf&ocid=DELLDHP&apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,項圈橘貓「芬達」 內湖遊蕩被通報飼主離世剩牠流落街頭,,,,,,,,,,,,,,
病,3/11/2025,https://news.mingpao.com/pns/%E5%A8%9B%E6%A8%82/photo1/20251102/s00016/1762019040002/1762019039999,馮淬帆台灣病逝 享年81歲 4日前悼許紹雄 發文「愚兄隨後來」 - 20251102 - 圖片看世界,,,,,,,,,,,,,,
病,1/11/2025,https://www.am730.com.hk/%E5%A8%9B%E6%A8%82/%E9%A6%AE%E6%B7%AC%E5%B8%86%E7%97%85%E9%80%9D%E4%BA%AB%E5%B9%B481%E6%AD%B2-%E6%97%A5%E5%89%8D%E7%99%BC%E6%96%87%E6%82%BC%E5%BF%B5%E8%A8%B1%E7%B4%B9%E9%9B%84/614061,馮淬帆病逝享年81歲 日前發文悼念許紹雄,,,,,,,,,,,,,,
病,3/11/2025,https://tw.news.yahoo.com/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%80%9D%E4%B8%96-%E7%8E%8B%E6%99%B6%E5%9B%9E%E6%87%89%E6%98%94%E6%97%A5%E7%88%AD%E5%9F%B7-%E9%82%A3%E6%98%AF%E4%BB%96%E4%BF%9D%E8%AD%B7%E8%87%AA%E5%B7%B1%E7%9A%84%E6%96%B9%E5%BC%8F-090005711.html,馮淬帆逝世 王晶回應昔日爭執：那是他保護自己的方式,,,,,,,,,,,,,,
病,1/11/2025,https://www.sundaykiss.com/%E7%86%B1%E8%A9%B1/%E9%A6%AE%E6%B7%AC%E5%B8%86-%E9%80%9D%E4%B8%96-81%E6%AD%B2-%E8%A8%B1%E7%B4%B9%E9%9B%84-%E6%84%9A%E5%85%84%E9%9A%A8%E5%BE%8C%E4%BE%86-2295552/,馮淬帆逝世享年81歲 曾透露病入膏肓 3天前悼念許紹雄預言成真,,,,,,,,,,,,,,
病,1/11/2025,https://www.worldjournal.com/wj/story/121234/9110828,馮淬帆逝世曾「橫刀奪愛汪明荃」成初戀終身未婚未生主因曝光| 台影最搶鏡| 娛樂 | 世界新聞網,,,,,,,,,,,,,,
病,3/11/2025,https://topick.hket.com/article/4031213/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%80%9D%E4%B8%96%EF%B8%B1%E9%A6%AE%E6%B7%AC%E5%B8%86%E5%A4%96%E7%94%A5%E6%8A%B5%E5%8F%B0%E8%99%95%E7%90%86%E5%BE%8C%E4%BA%8B%E3%80%80%E9%81%B5%E7%B7%8A%E5%93%A5%E9%81%BA%E9%A1%98%E4%BD%8E%E8%AA%BF%E8%88%89%E8%A1%8C%E5%AE%B6%E7%A5%AD?mtc=10009,馮淬帆逝世︱馮淬帆外甥抵台處理後事 遵緊哥遺願低調舉行家祭,,,,,,,,,,,,,,
病,1/11/2025,https://topick.hket.com/article/4031092/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%80%9D%E4%B8%96%EF%B8%B1%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%80%9D%E4%B8%96%E7%B5%82%E5%B9%B481%E6%AD%B2%E3%80%80%E4%BB%8A%E5%B9%B4%E6%9B%BE%E5%85%A5%E9%99%A2%E9%9D%A0%E6%8F%92%E9%BC%BB%E5%96%89%E9%9D%A0%E6%B0%A7%E6%B0%A3%E6%A9%9F%E5%91%BC%E5%90%B8,馮淬帆逝世︱馮淬帆逝世終年81歲 今年曾入院靠插鼻喉靠氧氣機呼吸,,,,,,,,,,,,,,
病,3/11/2025,https://www.stheadline.com/film-drama/3514049/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96%E5%A4%96%E7%94%A5%E5%85%AC%E5%B8%83%E5%BE%8C%E4%BA%8B%E5%AE%89%E6%8E%92-%E9%81%B5%E5%BE%9E%E9%81%BA%E9%A1%98%E5%83%85%E5%AE%89%E6%8E%92%E5%AE%B6%E7%A5%AD-%E4%BF%9D%E7%95%99%E9%A6%AE%E6%B7%AC%E5%B8%86FB%E5%BF%83%E8%88%87%E5%A4%A7%E5%AE%B6%E5%90%8C%E5%9C%A8,馮淬帆離世｜外甥公布後事安排 遵從遺願僅安排家祭 保留馮淬帆FB：心與大家同在,,,,,,,,,,,,,,
病,1/11/2025,https://www.am730.com.hk/%E5%A8%9B%E6%A8%82/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96-%E7%94%9F%E6%96%BC%E7%B2%B5%E5%8A%87%E4%B8%96%E5%AE%B6-%E4%BB%8A%E5%B9%B43%E6%9C%88%E9%9D%A0%E6%B0%A7%E6%B0%A3%E6%A9%9F%E7%B6%AD%E7%94%9F%E6%9C%80%E6%83%B3%E6%8B%8D-%E9%81%BA%E4%BD%9C-/614072,馮淬帆離世｜生於粵劇世家 今年3月靠氧氣機維生最想拍「遺作」,,,,,,,,,,,,,,
病,3/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290502/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96-3%E6%97%A5%E5%89%8D%E6%89%8D%E7%99%BC%E6%96%87%E6%82%BC%E8%A8%B1%E7%B4%B9%E9%9B%84%E8%87%AA%E6%8F%AD%E7%97%85%E5%85%A5%E8%86%8F%E8%82%93-%E6%84%9A%E5%85%84%E9%9A%A8%E5%BE%8C%E4%BE%86,馮淬帆離世?3日前才發文悼許紹雄自揭病入膏肓：愚兄隨後來,,,,,,,,,,,,,,
病,1/11/2025,https://www.stheadline.com/film-drama/3513829/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96%E4%B8%A8%E6%9B%BE%E5%9B%A0%E4%BA%8C%E6%AC%A1%E8%82%BA%E7%82%8E%E6%84%9F%E6%9F%93%E5%85%A5%E9%99%A2%E4%B8%80%E5%BA%A6%E6%80%A5%E7%99%BC%E9%81%BA%E8%A8%80-%E7%95%99%E9%86%AB%E9%80%BE%E5%85%A9%E5%80%8B%E6%9C%88%E5%87%BA%E9%99%A2%E9%9C%80%E9%9D%A0%E8%A3%BD%E6%B0%A7%E6%A9%9F%E7%94%9F%E6%B4%BB,馮淬帆離世?曾因二次肺炎感染入院一度急發遺言 留醫逾兩個月出院需靠製氧機生活,,,,,,,,,,,,,,
病,1/11/2025,https://www.stheadline.com/film-drama/3513815/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96%E4%B8%A8%E6%9B%BE%E8%B2%BC%E5%90%88%E7%85%A7%E7%99%BC%E6%96%87%E6%82%BC%E8%A8%B1%E7%B4%B9%E9%9B%84%E4%B8%80%E8%AA%9E%E6%88%90%E8%AE%96-%E8%87%AA%E6%8F%AD%E8%BA%AB%E9%AB%94%E7%97%85%E5%85%A5%E8%86%8F%E8%82%93%E8%8B%9F%E5%BB%B6%E6%AE%98%E5%96%98,馮淬帆離世?曾貼合照發文悼許紹雄一語成讖 自揭身體病入膏肓苟延殘喘,,,,,,,,,,,,,,
病,3/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290493/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96%E4%BA%AB%E5%B9%B481%E6%AD%B2-%E4%BB%8A%E5%B9%B4%E6%9B%BE%E5%85%A5%E9%99%A2%E6%8F%92%E9%BC%BB%E5%96%89%E9%9D%A0%E6%B0%A7%E6%B0%A3%E6%A9%9F%E5%91%BC%E5%90%B8,馮淬帆離世享年81歲 今年曾入院插鼻喉靠氧氣機呼吸,,,,,,,,,,,,,,
病,3/11/2025,https://www.sundaykiss.com/%E7%86%B1%E8%A9%B1/%E9%A6%AE%E6%B7%AC%E5%B8%86-%E9%9B%A2%E4%B8%96-%E4%B8%8D%E6%80%A5%E6%95%91%E5%90%8C%E6%84%8F%E6%9B%B8-%E5%8F%B0%E7%81%A3-%E5%86%B7%E9%9D%A2%E7%AC%91%E5%8C%A0-%E5%AE%B6%E5%B1%AC-%E9%9D%88%E5%A0%82-2296690/,馮淬帆離世終生未婚無兒女 生前簽「不急救同意書」倒數最後時光令人痛心,,,,,,,,,,,,,,
病,3/11/2025,https://www.stheadline.com/film-drama/3514039/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%9B%A2%E4%B8%96%E8%A8%B1%E5%86%A0%E6%96%87%E6%AC%A3%E8%B3%9E%E9%A6%AE%E6%B7%AC%E5%B8%86%E4%B8%8D%E8%99%9B%E5%81%BD-%E7%97%9B%E6%83%9C%E8%88%8A%E6%8B%8D%E6%AA%94%E9%9B%A2%E4%B8%96%E5%A5%BD%E9%81%BA%E6%86%BE%E9%A6%99%E6%B8%AF%E6%90%8D%E5%A4%B1%E4%BA%86%E4%B8%80%E5%80%8B%E5%92%81%E5%81%89%E5%A4%A7%E5%98%85%E6%BC%94%E5%93%A1,馮淬帆離世︱許冠文欣賞馮淬帆不虛偽 痛惜舊拍檔離世：好遺憾香港損失了一個咁偉大?演員,,,,,,,,,,,,,,
病,1/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290493/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%A9%9A%E5%82%B3%E9%80%9D%E4%B8%96%E6%B6%88%E6%81%AF%E4%BA%AB%E5%B9%B481%E6%AD%B2-%E4%BB%8A%E5%B9%B4%E6%9B%BE%E5%85%A5%E9%99%A2%E6%8F%92%E9%BC%BB%E5%96%89%E9%9D%A0%E6%B0%A7%E6%B0%A3%E6%A9%9F%E5%91%BC%E5%90%B8,馮淬帆驚傳逝世消息享年81歲 今年曾入院插鼻喉靠氧氣機呼吸,,,,,,,,,,,,,,
病,1/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290498/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%A9%9A%E5%82%B3%E9%9B%A2%E4%B8%96-%E6%9B%BE%E7%82%AE%E8%BD%9F%E7%8E%8B%E6%99%B6%E6%98%AF%E7%8E%8Bx%E8%9B%8B-%E5%AE%B3%E4%BA%86%E5%BE%88%E5%A4%9A%E4%BA%BA%E5%BE%88%E6%85%98,馮淬帆驚傳離世｜曾炮轟王晶是王X蛋：害了很多人很慘,,,,,,,,,,,,,,
病,1/11/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60290503/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%A9%9A%E5%82%B3%E9%9B%A2%E4%B8%96%E4%BA%AB%E5%B9%B481%E6%AD%B2-%E7%B6%B2%E6%B0%91%E4%B8%8D%E6%95%A2%E7%9B%B8%E4%BF%A1%E5%9B%A0%E6%98%A8%E6%97%A5%E9%82%84%E5%9C%A8%E7%A4%BE%E4%BA%A4%E5%B9%B3%E5%8F%B0%E7%99%BC%E6%96%87,馮淬帆驚傳離世享年81歲 網民不敢相信因昨日還在社交平台發文,,,,,,,,,,,,,,
病,1/11/2025,https://hk.ulifestyle.com.hk/topic/detail/20080196/%E9%A6%AE%E6%B7%AC%E5%B8%86%E9%A9%9A%E5%82%B3%E9%9B%A2%E4%B8%96%E4%BA%AB%E5%B9%B4-%E6%AD%B2-%E6%9C%88%E4%BD%8F%E9%99%A2%E5%BE%8C%E9%9C%80%E9%9D%A0%E6%B0%A7%E6%B0%A3%E6%A9%9F%E7%94%9F%E6%B4%BB-%E6%97%A5%E5%89%8D%E7%99%BC%E6%96%87%E6%82%BC%E5%BF%B5%E8%A8%B1%E7%B4%B9%E9%9B%84,馮淬帆驚傳離世享年81歲！5月住院後需靠氧氣機生活 3日前發文悼念許紹雄,,,,,,,,,,,,,,
病,21/10/2025,https://news.sina.com.cn/zx/gj/2025-10-20/doc-infupefp3013826.shtml,?迅逝世89年，?何?代年?人仍?衷?起他｜??周令?,,,,,,,,,,,,,,
病,22/10/2025,https://hk.news.yahoo.com/%E9%BB%83%E5%8A%8D%E6%96%87%E6%91%AF%E8%A6%AA%E9%9B%A2%E4%B8%96%E6%82%B2%E6%85%98%E7%AB%A5%E5%B9%B4%E6%9B%9D%E5%85%89-%E6%82%BC%E5%BF%B5%E5%A4%96%E5%85%AC%E7%9B%B4%E8%A8%80%E5%81%9A%E5%94%94%E5%88%B0%E3%80%8C%E7%94%B7%E4%BA%BA%E6%B5%81%E8%A1%80%E4%B8%8D%E6%B5%81%E6%B7%9A%E3%80%8D-021743542.html,黃劍文摯親離世悲慘童年曝光 悼念外公直言做唔到「男人流血不流淚」,,,,,,,,,,,,,,
病,4/11/2025,https://ol.mingpao.com/ldy/showbiz/latest/20251104/1762237360282/%E5%82%B3%E7%94%98%E5%9C%8B%E4%BA%AE%E7%96%91%E6%82%A3%E5%A4%B1%E6%99%BA%E7%97%87%E8%A2%AB%E9%80%81%E9%99%A2-%E8%B3%88%E6%80%9D%E6%A8%82%E8%AD%89%E5%A5%BD%E5%8F%8B%E5%81%A5%E5%BA%B7%E4%BA%AE%E7%B4%85%E7%87%88,傳甘國亮疑患失智症被送院 賈思樂證好友健康亮紅燈 (14:42) - 20251104,,,,,,,,,,,,,,
病,7/11/2025,https://www.koreastardaily.com/tc/amp/160407,愛豆接二連三離世，韓娛圈悲劇該劃句點了！「偶像工會」即將成立,,,,,,,,,,,,,,
病,8/11/2025,https://tw.news.yahoo.com/%E6%84%9F%E5%BF%B5%E9%83%AD%E5%8F%B0%E9%8A%98%E6%AF%8D%E8%A6%AA%E9%9B%A2%E4%B8%96-%E9%B4%BB%E6%B5%B7%E8%91%A3%E5%BA%A7%E5%8A%89%E6%8F%9A%E5%81%89%E8%AA%AA%E8%A9%B1%E4%BA%86-111200163.html,感念郭台銘母親離世 鴻海董座劉揚偉說話了！,,,,,,,,,,,,,,
病,23/10/2025,https://money.udn.com/money/story/7307/9090884?from=edn_related_storybottom,新北市前議員張瑞山逝世　享壽71歲,,,,,,,,,,,,,,
病,23/10/2025,https://www.knews.com.tw/news/485E15F420D7E0B03AC9BF7D28B8F8D3,新北前議員張瑞山逝世、享壽71歲 女兒張維倩繼衣缽訴「與父最後時光」,,,,,,,,,,,,,,
病,23/10/2025,https://news.pchome.com.tw/society/crwant/20251022/index-76113611023659316002.html,新莊箱屍案偵結！陳父疑「心血管疾病」自然死亡 29歲兒依遺棄屍體罪起訴,,,,,,,,,,,,,,
病,20/10/2025,https://www.inside.com.tw/article/39865-chen-ning-franklin-yang,楊振寧103 歲離世：一探他與李政道共享諾獎的「宇稱不守恒」革命,,,,,,,,,,,,,,
病,20/10/2025,https://today.line.me/tw/v3/article/NvwKOPO,楊振寧103歲病逝／首位獲諾貝爾獎華人、拜師核能之父?和妻子的黃昏之戀：給我的老靈魂重回青春歡喜| 今周刊,,,,,,,,,,,,,,
病,20/10/2025,https://today.line.me/tw/v3/article/j7gVy5Y,楊振寧相差54歲妻翁帆撰文悼亡夫 「有他相伴，何其有幸」 | 太報,,,,,,,,,,,,,,
病,20/10/2025,https://m.hkej.com/landing/mobarticle2/id/4226098/%E6%A5%8A%E6%8C%AF%E5%AF%A7%E7%97%85%E9%80%9D%E4%B8%A8%E7%9B%B8%E5%B7%AE54%E5%B9%B4%E9%81%BA%E5%AD%80%E7%BF%81%E5%B8%86%E7%99%BC%E6%96%87%E6%82%BC%E5%BF%B5:%E6%9C%89%E4%BB%96%E5%A4%9A%E5%B9%B4%E9%99%AA%E4%BC%B4%E4%BD%95%E5%85%B6%E6%9C%89%E5%B9%B8,楊振寧病逝?相差54年遺孀翁帆發文悼念:有他多年陪伴何其有幸,,,,,,,,,,,,,,
病,23/10/2025,https://www.bastillepost.com/hongkong/article/15363508-%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96%E3%80%80%E4%B8%AD%E5%A4%A7%E5%91%A8%E5%9B%9B%E8%B5%B7%E6%96%BC%E6%9C%AC%E9%83%A8%E5%A4%A7%E5%AD%B8%E5%9C%96%E6%9B%B8%E9%A4%A8%E5%A4%A7%E5%AD%B8%E6%A0%A1,楊振寧逝世 中大周四起於本部大學圖書館大學校史館設置弔唁室,,,,,,,,,,,,,,
病,23/10/2025,https://www.bastillepost.com/hongkong/article/15363494-%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96%E3%80%80%E4%B8%AD%E5%A4%A7%E6%98%8E%E6%97%A5%E8%B5%B7%E6%96%BC%E6%9C%AC%E9%83%A8%E5%A4%A7%E5%AD%B8%E5%9C%96%E6%9B%B8%E9%A4%A8%E5%A4%A7%E5%AD%B8%E6%A0%A1,楊振寧逝世 中大明日起於本部大學圖書館大學校史館設置弔唁室,,,,,,,,,,,,,,
病,20/10/2025,https://www.ettoday.net/news/20251019/3052812.htm,楊振寧逝世　遺孀翁帆：他交出了一份滿意的答卷,,,,,,,,,,,,,,
病,23/10/2025,https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20251022/s00001/1761118894667/%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96-%E4%B8%AD%E5%A4%A7%E5%A4%A7%E5%AD%B8%E6%A0%A1%E5%8F%B2%E9%A4%A8%E8%A8%AD%E5%BC%94%E5%94%81%E5%AE%A4-%E6%98%8E%E8%B5%B7%E9%96%8B%E6%94%BE%E8%87%B3%E4%B8%8B%E5%91%A8%E5%9B%9B,楊振寧逝世｜中大大學校史館設弔唁室 明起開放至下周四 (15:46) - 20251022 - 港聞,,,,,,,,,,,,,,
病,23/10/2025,https://www.i-cable.com/%E6%96%B0%E8%81%9E%E8%B3%87%E8%A8%8A/402784/%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96-%E4%B8%AD%E5%A4%A7%E8%A8%AD%E5%BC%94%E5%94%81%E5%AE%A4%E5%8F%8A%E9%8A%85%E5%83%8F-%E6%9C%89%E7%89%A9%E7%90%86%E7%B3%BB%E5%AD%B8%E7%94%9F,楊振寧逝世｜中大設弔唁室及銅像 有物理系學生到場悼念,,,,,,,,,,,,,,
病,23/10/2025,https://m.hkej.com/landing/mobarticle2/id/4229022/%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96%EF%BD%9C%E4%B8%AD%E5%A4%A7%E8%A8%AD%E5%BC%94%E5%94%81%E5%AE%A4%E5%8F%8A%E9%8A%85%E5%83%8F%E4%BE%9B%E5%85%AC%E7%9C%BE%E6%82%BC%E5%BF%B5,楊振寧逝世｜中大設弔唁室及銅像供公眾悼念,,,,,,,,,,,,,,
病,20/10/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E4%B8%AD%E5%9C%8B/60286755/%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96-%E4%B8%98%E6%88%90%E6%A1%90%E8%BF%BD%E6%86%B6-%E6%9C%80%E5%A4%A7%E8%B2%A2%E7%8D%BB%E6%98%AF%E6%8F%90%E5%8D%87%E4%BA%86%E4%B8%AD%E5%9C%8B%E4%BA%BA%E5%81%9A%E5%AD%B8%E5%95%8F%E7%9A%84%E4%BF%A1%E5%BF%83,楊振寧逝世｜丘成桐追憶：最大貢獻是提升了中國人做學問的信心,,,,,,,,,,,,,,
病,20/10/2025,https://news.mingpao.com/ins/%E5%85%A9%E5%B2%B8/article/20251019/s00004/1760852975485/%E6%A5%8A%E6%8C%AF%E5%AF%A7%E9%80%9D%E4%B8%96-%E7%BF%81%E5%B8%86%E6%92%B0%E6%96%87%E7%B7%AC%E6%87%B7%E4%BA%A1%E5%A4%AB%E6%A5%8A%E6%8C%AF%E5%AF%A7-%E6%9C%89%E4%BB%96%E5%A4%9A%E5%B9%B4%E9%99%AA%E4%BC%B4%E4%BD%95%E5%85%B6%E6%9C%89%E5%B9%B8,楊振寧逝世｜翁帆撰文緬懷亡夫楊振寧：有他多年陪伴何其有幸 (14:13) - 20251019 - 兩岸,,,,,,,,,,,,,,
